session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level,created_at,session_duration_min,completion_rate
S153012,U3427,M097,2024-01-04,119,91.5,Desktop,SD,2025-09-17 01:06:31.876156,119,0.915
S096616,U2154,M067,2024-07-25,116,92.2,Desktop,4K,2025-09-17 01:06:31.876156,116,0.922
S144686,U3244,M108,2024-03-01,27,24.5,Tablet,HD,2025-09-17 01:06:31.876156,27,0.245
S080084,U1787,M141,2024-08-28,126,85.8,Desktop,HD,2025-09-17 01:06:31.876156,126,0.858
S125863,U2812,M120,2024-07-29,91,88.2,Smart Tv,4K,2025-09-17 01:06:31.876156,91,0.882
S124607,U2786,M145,2024-08-20,145,87.6,Mobile,HD,2025-09-17 01:06:31.876156,145,0.8759999999999999
S210918,U4722,M045,2024-08-03,44,35.8,Mobile,SD,2025-09-17 01:06:31.876156,44,0.358
S006501,U0151,M180,2024-07-19,112,68.4,Mobile,SD,2025-09-17 01:06:31.876156,112,0.684
S199562,U4487,M086,2024-07-16,121,93.8,Mobile,HD,2025-09-17 01:06:31.876156,121,0.938
S103905,U2326,M025,2024-08-25,111,68.7,Mobile,HD,2025-09-17 01:06:31.876156,111,0.687
S062174,U1394,S079,2024-07-15,37,80.8,Smart Tv,4K,2025-09-17 01:06:31.876156,37,0.8079999999999999
S156561,U3503,S044,2024-07-28,32,70.0,Gaming Console,4K,2025-09-17 01:06:31.876156,32,0.7
S019218,U0435,M141,2024-03-04,139,94.7,Gaming Console,4K,2025-09-17 01:06:31.876156,139,0.9470000000000001
S029602,U0669,M111,2024-05-19,97,100.0,Desktop,4K,2025-09-17 01:06:31.876156,97,1.0
S079101,U1767,M133,2024-01-02,74,60.7,Tablet,4K,2025-09-17 01:06:31.876156,74,0.607
S128362,U2871,M130,2024-08-25,137,100.0,Desktop,HD,2025-09-17 01:06:31.876156,137,1.0
S095944,U2137,M153,2024-04-19,176,98.4,Tablet,HD,2025-09-17 01:06:31.876156,176,0.9840000000000001
S152693,U3420,M006,2024-05-11,143,91.7,Smart Tv,SD,2025-09-17 01:06:31.876156,143,0.917
S155567,U3482,M192,2024-07-10,89,63.2,Tablet,HD,2025-09-17 01:06:31.876156,89,0.632
S049017,U1101,S002,2024-03-27,17,85.2,Desktop,4K,2025-09-17 01:06:31.876156,17,0.852
S068429,U1525,S083,2024-01-27,53,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,53,1.0
S021649,U0489,S032,2024-04-28,35,95.0,Smart Tv,4K,2025-09-17 01:06:31.876156,35,0.95
S059321,U1336,S064,2024-05-11,37,100.0,Mobile,SD,2025-09-17 01:06:31.876156,37,1.0
S143836,U3228,S040,2024-02-17,34,100.0,Desktop,HD,2025-09-17 01:06:31.876156,34,1.0
S112223,U2507,M002,2024-06-04,140,96.2,Desktop,SD,2025-09-17 01:06:31.876156,140,0.9620000000000001
S221416,U4968,M132,2024-06-03,95,90.5,Smart Tv,HD,2025-09-17 01:06:31.876156,95,0.905
S003124,U0076,S030,2024-02-29,53,92.4,Mobile,SD,2025-09-17 01:06:31.876156,53,0.924
S141476,U3174,S033,2024-05-24,25,89.8,Gaming Console,4K,2025-09-17 01:06:31.876156,25,0.898
S171741,U3852,M095,2024-03-09,131,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,131,1.0
S094310,U2096,S036,2024-01-30,3,11.3,Smart Tv,HD,2025-09-17 01:06:31.876156,3,0.113
S081601,U1821,M138,2024-01-12,133,90.6,Tablet,HD,2025-09-17 01:06:31.876156,133,0.9059999999999999
S034785,U0786,M078,2024-04-25,149,96.7,Smart Tv,HD,2025-09-17 01:06:31.876156,149,0.9670000000000001
S116416,U2601,M021,2024-03-15,123,83.3,Mobile,HD,2025-09-17 01:06:31.876156,123,0.833
S120681,U2698,S028,2024-07-28,45,100.0,Desktop,HD,2025-09-17 01:06:31.876156,45,1.0
S045364,U1020,S040,2024-07-20,29,85.6,Smart Tv,HD,2025-09-17 01:06:31.876156,29,0.856
S111275,U2488,S008,2024-05-04,28,100.0,Gaming Console,SD,2025-09-17 01:06:31.876156,28,1.0
S117781,U2637,S039,2024-05-06,45,87.9,Smart Tv,HD,2025-09-17 01:06:31.876156,45,0.879
S176945,U3970,S069,2024-07-24,42,86.5,Smart Tv,HD,2025-09-17 01:06:31.876156,42,0.865
S018759,U0424,M005,2024-01-03,142,84.4,Smart Tv,4K,2025-09-17 01:06:31.876156,142,0.8440000000000001
S167381,U3755,M032,2024-08-12,76,57.3,Mobile,HD,2025-09-17 01:06:31.876156,76,0.573
S178181,U3999,M094,2024-05-15,156,90.7,Smart Tv,HD,2025-09-17 01:06:31.876156,156,0.907
S195563,U4394,M046,2024-08-18,147,100.0,Mobile,HD,2025-09-17 01:06:31.876156,147,1.0
S037073,U0828,M197,2024-04-23,129,82.4,Mobile,4K,2025-09-17 01:06:31.876156,129,0.8240000000000001
S169028,U3796,S050,2024-04-08,20,53.0,Smart Tv,SD,2025-09-17 01:06:31.876156,20,0.53
S148560,U3330,M097,2024-05-08,119,91.5,Desktop,HD,2025-09-17 01:06:31.876156,119,0.915
S182706,U4106,M091,2024-04-06,22,18.3,Smart Tv,HD,2025-09-17 01:06:31.876156,22,0.183
S120000,U2684,M078,2024-04-17,141,91.3,Desktop,4K,2025-09-17 01:06:31.876156,141,0.9129999999999999
S107472,U2400,M174,2024-02-22,67,83.9,Tablet,HD,2025-09-17 01:06:31.876156,67,0.8390000000000001
S170902,U3832,S020,2024-08-21,30,85.2,Tablet,SD,2025-09-17 01:06:31.876156,30,0.852
S011847,U0275,S091,2024-07-12,27,98.6,Desktop,HD,2025-09-17 01:06:31.876156,27,0.986
S158348,U3543,M075,2024-01-01,116,92.9,Desktop,SD,2025-09-17 01:06:31.876156,116,0.929
S062453,U1399,S069,2024-08-28,25,52.8,Tablet,SD,2025-09-17 01:06:31.876156,25,0.528
S175817,U3940,M018,2024-04-18,67,79.9,Smart Tv,HD,2025-09-17 01:06:31.876156,67,0.799
S122911,U2749,M106,2024-08-12,58,62.0,Mobile,HD,2025-09-17 01:06:31.876156,58,0.62
S207332,U4653,M162,2024-02-10,107,92.5,Desktop,HD,2025-09-17 01:06:31.876156,107,0.925
S102225,U2287,S082,2024-02-28,45,99.9,Mobile,HD,2025-09-17 01:06:31.876156,45,0.9990000000000001
S163568,U3667,S035,2024-07-04,39,81.3,Mobile,SD,2025-09-17 01:06:31.876156,39,0.813
S101714,U2275,M029,2024-02-22,80,65.7,Tablet,4K,2025-09-17 01:06:31.876156,80,0.657
S040433,U0899,S012,2024-03-03,34,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,34,1.0
S118788,U2659,M080,2024-06-26,51,52.4,Smart Tv,4K,2025-09-17 01:06:31.876156,51,0.524
S217780,U4878,M075,2024-03-26,109,87.4,Desktop,HD,2025-09-17 01:06:31.876156,109,0.8740000000000001
S012856,U0294,S037,2024-03-17,33,86.0,Mobile,4K,2025-09-17 01:06:31.876156,33,0.86
S154873,U3469,S010,2024-05-14,45,89.9,Smart Tv,4K,2025-09-17 01:06:31.876156,45,0.899
S157135,U3517,M121,2024-03-14,77,50.4,Desktop,SD,2025-09-17 01:06:31.876156,77,0.504
S176201,U3948,M068,2024-01-20,169,100.0,Mobile,SD,2025-09-17 01:06:31.876156,169,1.0
S103677,U2320,M034,2024-03-21,148,98.6,Tablet,4K,2025-09-17 01:06:31.876156,148,0.986
S199138,U4477,M104,2024-05-23,11,10.3,Mobile,HD,2025-09-17 01:06:31.876156,11,0.10300000000000001
S071163,U1583,M080,2024-02-28,86,87.8,Smart Tv,SD,2025-09-17 01:06:31.876156,86,0.878
S163722,U3670,M157,2024-07-24,59,57.9,Tablet,HD,2025-09-17 01:06:31.876156,59,0.579
S129288,U2890,M062,2024-02-10,136,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,136,1.0
S055212,U1243,S042,2024-03-17,51,100.0,Mobile,4K,2025-09-17 01:06:31.876156,51,1.0
S117901,U2638,M134,2024-01-26,79,59.5,Mobile,SD,2025-09-17 01:06:31.876156,79,0.595
S054563,U1230,S042,2024-08-24,51,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,51,1.0
S065620,U1468,M200,2024-04-03,76,62.4,Smart Tv,SD,2025-09-17 01:06:31.876156,76,0.624
S152451,U3414,M048,2024-07-14,104,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,104,1.0
S206687,U4639,M004,2024-07-08,76,52.2,Desktop,HD,2025-09-17 01:06:31.876156,76,0.522
S176647,U3962,M105,2024-05-26,94,91.1,Smart Tv,SD,2025-09-17 01:06:31.876156,94,0.9109999999999999
S141980,U3185,S029,2024-06-16,16,40.4,Smart Tv,4K,2025-09-17 01:06:31.876156,16,0.40399999999999997
S046642,U1048,M103,2024-04-17,91,58.9,Tablet,HD,2025-09-17 01:06:31.876156,91,0.589
S187521,U4217,S065,2024-07-07,42,97.3,Smart Tv,4K,2025-09-17 01:06:31.876156,42,0.973
S175660,U3938,M170,2024-08-04,122,98.2,Smart Tv,4K,2025-09-17 01:06:31.876156,122,0.982
S210380,U4713,M022,2024-04-29,80,54.9,Mobile,HD,2025-09-17 01:06:31.876156,80,0.5489999999999999
S215645,U4829,S015,2024-01-28,30,100.0,Desktop,4K,2025-09-17 01:06:31.876156,30,1.0
S144418,U3237,M051,2024-07-31,153,99.3,Smart Tv,4K,2025-09-17 01:06:31.876156,153,0.993
S214860,U4814,M021,2024-06-24,119,80.7,Gaming Console,4K,2025-09-17 01:06:31.876156,119,0.807
S056267,U1263,S051,2024-05-10,20,87.5,Smart Tv,4K,2025-09-17 01:06:31.876156,20,0.875
S208784,U4681,M139,2024-05-22,116,90.2,Smart Tv,SD,2025-09-17 01:06:31.876156,116,0.902
S166794,U3740,S065,2024-06-12,22,50.1,Mobile,HD,2025-09-17 01:06:31.876156,22,0.501
S099345,U2213,M017,2024-01-17,94,97.7,Tablet,HD,2025-09-17 01:06:31.876156,94,0.977
S131397,U2936,M085,2024-07-17,131,87.6,Smart Tv,4K,2025-09-17 01:06:31.876156,131,0.8759999999999999
S204101,U4586,M153,2024-08-21,149,83.6,Smart Tv,SD,2025-09-17 01:06:31.876156,149,0.836
S123488,U2763,M021,2024-05-29,123,83.5,Desktop,HD,2025-09-17 01:06:31.876156,123,0.835
S079509,U1774,M066,2024-04-12,129,96.3,Mobile,SD,2025-09-17 01:06:31.876156,129,0.963
S035615,U0800,S018,2024-05-15,10,27.4,Mobile,HD,2025-09-17 01:06:31.876156,10,0.27399999999999997
S004672,U0110,M060,2024-01-06,107,88.1,Tablet,HD,2025-09-17 01:06:31.876156,107,0.8809999999999999
S005707,U0131,M177,2024-07-18,45,27.0,Tablet,HD,2025-09-17 01:06:31.876156,45,0.27
S082107,U1832,M081,2024-03-29,127,80.7,Smart Tv,HD,2025-09-17 01:06:31.876156,127,0.807
S164030,U3676,S019,2024-02-10,29,74.7,Mobile,SD,2025-09-17 01:06:31.876156,29,0.747
S053208,U1195,M041,2024-06-16,117,100.0,Gaming Console,HD,2025-09-17 01:06:31.876156,117,1.0
S115890,U2589,M028,2024-03-25,102,58.4,Smart Tv,4K,2025-09-17 01:06:31.876156,102,0.584
S122104,U2730,M034,2024-04-19,129,85.6,Desktop,HD,2025-09-17 01:06:31.876156,129,0.856
S129593,U2896,M018,2024-08-26,46,55.9,Mobile,SD,2025-09-17 01:06:31.876156,46,0.5589999999999999
S115989,U2592,M074,2024-01-23,141,97.1,Mobile,SD,2025-09-17 01:06:31.876156,141,0.971
S060164,U1354,S057,2024-03-13,21,93.5,Tablet,4K,2025-09-17 01:06:31.876156,21,0.935
S162924,U3654,M085,2024-05-26,150,100.0,Desktop,HD,2025-09-17 01:06:31.876156,150,1.0
S187802,U4223,S099,2024-04-15,27,71.2,Smart Tv,SD,2025-09-17 01:06:31.876156,27,0.7120000000000001
S189103,U4250,M145,2024-06-15,166,100.0,Mobile,HD,2025-09-17 01:06:31.876156,166,1.0
S060627,U1364,S094,2024-04-23,23,52.2,Smart Tv,HD,2025-09-17 01:06:31.876156,23,0.522
S172758,U3876,S088,2024-03-14,17,30.6,Tablet,4K,2025-09-17 01:06:31.876156,17,0.306
S016635,U0379,S039,2024-01-10,42,82.3,Mobile,SD,2025-09-17 01:06:31.876156,42,0.823
S217765,U4877,S036,2024-01-27,18,54.0,Desktop,4K,2025-09-17 01:06:31.876156,18,0.54
S178703,U4013,S031,2024-06-03,55,93.7,Tablet,4K,2025-09-17 01:06:31.876156,55,0.937
S178386,U4002,M009,2024-05-11,90,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,90,1.0
S048007,U1078,M060,2024-08-19,100,82.3,Tablet,4K,2025-09-17 01:06:31.876156,100,0.823
S001394,U0035,M162,2024-08-09,82,70.9,Smart Tv,HD,2025-09-17 01:06:31.876156,82,0.7090000000000001
S214293,U4802,M182,2024-06-28,100,55.7,Smart Tv,SD,2025-09-17 01:06:31.876156,100,0.557
S017393,U0394,M171,2024-02-11,146,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,146,1.0
S094560,U2105,M017,2024-01-01,62,64.2,Smart Tv,HD,2025-09-17 01:06:31.876156,62,0.642
S103585,U2317,M080,2024-04-29,58,59.1,Smart Tv,HD,2025-09-17 01:06:31.876156,58,0.591
S044111,U0989,M067,2024-08-10,126,100.0,Desktop,HD,2025-09-17 01:06:31.876156,126,1.0
S081049,U1807,M064,2024-02-24,113,100.0,Tablet,HD,2025-09-17 01:06:31.876156,113,1.0
S172492,U3870,S005,2024-04-07,29,100.0,Smart Tv,SD,2025-09-17 01:06:31.876156,29,1.0
S217620,U4875,M185,2024-07-25,74,51.3,Mobile,SD,2025-09-17 01:06:31.876156,74,0.513
S053501,U1204,M022,2024-07-17,141,96.3,Mobile,4K,2025-09-17 01:06:31.876156,141,0.963
S220789,U4955,M152,2024-06-24,76,50.3,Mobile,HD,2025-09-17 01:06:31.876156,76,0.503
S200311,U4503,S022,2024-04-18,20,55.7,Mobile,HD,2025-09-17 01:06:31.876156,20,0.557
S210695,U4718,M182,2024-06-02,180,100.0,Mobile,SD,2025-09-17 01:06:31.876156,180,1.0
S103030,U2307,M161,2024-02-28,87,83.5,Desktop,HD,2025-09-17 01:06:31.876156,87,0.835
S082250,U1837,S070,2024-02-19,50,91.7,Smart Tv,HD,2025-09-17 01:06:31.876156,50,0.917
S202020,U4541,M060,2024-04-16,118,97.0,Smart Tv,4K,2025-09-17 01:06:31.876156,118,0.97
S028745,U0647,M200,2024-03-27,113,92.8,Mobile,SD,2025-09-17 01:06:31.876156,113,0.9279999999999999
S048892,U1099,M178,2024-01-13,169,100.0,Mobile,4K,2025-09-17 01:06:31.876156,169,1.0
S140687,U3157,S056,2024-05-11,29,49.7,Smart Tv,HD,2025-09-17 01:06:31.876156,29,0.49700000000000005
S168688,U3787,S006,2024-08-13,15,51.4,Tablet,HD,2025-09-17 01:06:31.876156,15,0.514
S127773,U2857,M089,2024-04-25,98,92.4,Mobile,SD,2025-09-17 01:06:31.876156,98,0.924
S131195,U2933,M115,2024-07-11,67,81.2,Desktop,4K,2025-09-17 01:06:31.876156,67,0.812
S128115,U2866,S095,2024-01-03,28,90.2,Mobile,HD,2025-09-17 01:06:31.876156,28,0.902
S135288,U3029,S023,2024-08-26,28,70.3,Tablet,4K,2025-09-17 01:06:31.876156,28,0.703
S012304,U0286,M038,2024-08-24,66,41.3,Mobile,SD,2025-09-17 01:06:31.876156,66,0.413
S190664,U4287,S074,2024-08-20,44,94.9,Mobile,HD,2025-09-17 01:06:31.876156,44,0.9490000000000001
S177000,U3971,M008,2024-07-15,86,55.8,Smart Tv,4K,2025-09-17 01:06:31.876156,86,0.5579999999999999
S179958,U4044,M162,2024-05-18,116,100.0,Mobile,SD,2025-09-17 01:06:31.876156,116,1.0
S118271,U2650,M048,2024-01-29,103,99.2,Smart Tv,4K,2025-09-17 01:06:31.876156,103,0.992
S158695,U3551,M200,2024-02-02,119,98.1,Tablet,HD,2025-09-17 01:06:31.876156,119,0.981
S019148,U0433,M098,2024-04-17,18,12.7,Smart Tv,HD,2025-09-17 01:06:31.876156,18,0.127
S222504,U4994,S055,2024-06-15,59,100.0,Mobile,HD,2025-09-17 01:06:31.876156,59,1.0
S210353,U4712,M068,2024-05-26,169,100.0,Mobile,SD,2025-09-17 01:06:31.876156,169,1.0
S003886,U0092,S007,2024-03-16,58,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,58,1.0
S124893,U2791,M064,2024-06-05,102,90.6,Gaming Console,HD,2025-09-17 01:06:31.876156,102,0.9059999999999999
S059305,U1336,M124,2024-07-31,133,88.3,Tablet,HD,2025-09-17 01:06:31.876156,133,0.883
S067541,U1506,S089,2024-07-14,28,71.4,Smart Tv,HD,2025-09-17 01:06:31.876156,28,0.7140000000000001
S139028,U3115,M182,2024-05-05,180,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,180,1.0
S153612,U3442,S002,2024-04-04,16,82.9,Mobile,HD,2025-09-17 01:06:31.876156,16,0.8290000000000001
S078446,U1749,S012,2024-08-29,29,86.2,Mobile,HD,2025-09-17 01:06:31.876156,29,0.862
S188970,U4247,M133,2024-06-21,108,88.2,Smart Tv,HD,2025-09-17 01:06:31.876156,108,0.882
S075167,U1679,M118,2024-05-07,93,75.7,Smart Tv,HD,2025-09-17 01:06:31.876156,93,0.757
S141773,U3181,M066,2024-08-07,107,80.6,Desktop,HD,2025-09-17 01:06:31.876156,107,0.8059999999999999
S150563,U3377,M071,2024-07-16,100,98.1,Tablet,HD,2025-09-17 01:06:31.876156,100,0.981
S177622,U3982,M039,2024-06-09,103,100.0,Desktop,HD,2025-09-17 01:06:31.876156,103,1.0
S209859,U4702,M189,2024-04-15,56,63.4,Mobile,SD,2025-09-17 01:06:31.876156,56,0.634
S137820,U3088,M063,2024-03-04,95,92.2,Mobile,HD,2025-09-17 01:06:31.876156,95,0.922
S143173,U3212,S071,2024-02-04,37,100.0,Tablet,4K,2025-09-17 01:06:31.876156,37,1.0
S214727,U4811,S045,2024-07-16,15,64.0,Smart Tv,4K,2025-09-17 01:06:31.876156,15,0.64
S140782,U3159,M014,2024-03-02,111,91.0,Smart Tv,HD,2025-09-17 01:06:31.876156,111,0.91
S219226,U4913,S091,2024-08-22,19,70.7,Mobile,HD,2025-09-17 01:06:31.876156,19,0.7070000000000001
S063556,U1429,S077,2024-01-25,12,53.4,Tablet,4K,2025-09-17 01:06:31.876156,12,0.534
S092427,U2052,S017,2024-08-24,38,100.0,Mobile,SD,2025-09-17 01:06:31.876156,38,1.0
S015527,U0357,M043,2024-07-27,134,100.0,Gaming Console,4K,2025-09-17 01:06:31.876156,134,1.0
S012980,U0298,M036,2024-01-01,10,10.3,Smart Tv,SD,2025-09-17 01:06:31.876156,10,0.10300000000000001
S182796,U4109,S097,2024-02-22,5,14.8,Tablet,HD,2025-09-17 01:06:31.876156,5,0.14800000000000002
S080609,U1799,M048,2024-04-12,92,89.3,Mobile,HD,2025-09-17 01:06:31.876156,92,0.893
S002783,U0067,S012,2024-01-05,27,80.3,Mobile,4K,2025-09-17 01:06:31.876156,27,0.8029999999999999
S005003,U0119,S031,2024-01-11,57,97.2,Mobile,HD,2025-09-17 01:06:31.876156,57,0.972
S206443,U4635,M064,2024-05-17,93,82.8,Smart Tv,4K,2025-09-17 01:06:31.876156,93,0.828
S041256,U0920,S031,2024-07-23,49,84.0,Smart Tv,SD,2025-09-17 01:06:31.876156,49,0.84
S078709,U1756,M089,2024-05-27,65,61.3,Gaming Console,HD,2025-09-17 01:06:31.876156,65,0.613
S104994,U2348,M160,2024-02-01,120,75.5,Smart Tv,HD,2025-09-17 01:06:31.876156,120,0.755
S004033,U0095,M080,2024-08-06,62,63.1,Smart Tv,SD,2025-09-17 01:06:31.876156,62,0.631
S103189,U2309,S090,2024-08-26,38,78.9,Mobile,SD,2025-09-17 01:06:31.876156,38,0.789
S155852,U3489,M193,2024-03-05,83,92.5,Tablet,SD,2025-09-17 01:06:31.876156,83,0.925
S119170,U2667,M139,2024-04-06,129,100.0,Desktop,HD,2025-09-17 01:06:31.876156,129,1.0
S173902,U3901,M132,2024-05-20,105,99.6,Mobile,4K,2025-09-17 01:06:31.876156,105,0.996
S007951,U0183,S043,2024-04-16,18,53.5,Desktop,HD,2025-09-17 01:06:31.876156,18,0.535
S018504,U0419,M198,2024-07-27,66,69.0,Mobile,HD,2025-09-17 01:06:31.876156,66,0.69
S150661,U3378,M022,2024-02-05,113,77.1,Mobile,HD,2025-09-17 01:06:31.876156,113,0.7709999999999999
S139605,U3131,S036,2024-08-13,29,84.6,Mobile,HD,2025-09-17 01:06:31.876156,29,0.846
S115688,U2585,S069,2024-06-17,43,88.1,Smart Tv,HD,2025-09-17 01:06:31.876156,43,0.8809999999999999
S158509,U3548,M029,2024-02-17,111,90.4,Desktop,4K,2025-09-17 01:06:31.876156,111,0.904
S140452,U3152,M168,2024-07-13,42,30.7,Mobile,HD,2025-09-17 01:06:31.876156,42,0.307
S154430,U3459,M196,2024-07-21,101,100.0,Mobile,4K,2025-09-17 01:06:31.876156,101,1.0
S011937,U0276,M090,2024-08-20,18,22.0,Mobile,4K,2025-09-17 01:06:31.876156,18,0.22
S169123,U3797,M105,2024-08-02,82,79.8,Mobile,HD,2025-09-17 01:06:31.876156,82,0.7979999999999999
S200317,U4503,M147,2024-06-12,90,97.7,Gaming Console,4K,2025-09-17 01:06:31.876156,90,0.977
S216526,U4851,S087,2024-07-25,29,53.5,Desktop,HD,2025-09-17 01:06:31.876156,29,0.535
S214115,U4798,S041,2024-04-13,29,87.7,Mobile,SD,2025-09-17 01:06:31.876156,29,0.877
S102562,U2296,M113,2024-08-26,88,50.8,Mobile,HD,2025-09-17 01:06:31.876156,88,0.508
S064726,U1452,S057,2024-04-19,17,77.3,Mobile,SD,2025-09-17 01:06:31.876156,17,0.773
S088053,U1962,M071,2024-08-29,80,78.7,Mobile,HD,2025-09-17 01:06:31.876156,80,0.787
S017841,U0401,M095,2024-02-18,131,100.0,Mobile,HD,2025-09-17 01:06:31.876156,131,1.0
S076923,U1715,S095,2024-06-19,27,85.9,Smart Tv,HD,2025-09-17 01:06:31.876156,27,0.8590000000000001
S051565,U1156,M135,2024-01-14,172,100.0,Mobile,SD,2025-09-17 01:06:31.876156,172,1.0
S022187,U0501,M064,2024-05-07,96,85.3,Smart Tv,HD,2025-09-17 01:06:31.876156,96,0.853
S010107,U0236,M071,2024-08-21,77,75.9,Tablet,HD,2025-09-17 01:06:31.876156,77,0.759
S163645,U3668,S069,2024-08-03,49,100.0,Smart Tv,HD,2025-09-17 01:06:31.876156,49,1.0
S051826,U1164,S050,2024-06-13,38,98.0,Mobile,HD,2025-09-17 01:06:31.876156,38,0.98
S087901,U1959,S055,2024-03-13,40,69.1,Smart Tv,HD,2025-09-17 01:06:31.876156,40,0.691
S128151,U2867,S011,2024-06-11,36,94.8,Smart Tv,HD,2025-09-17 01:06:31.876156,36,0.948
S054205,U1222,M071,2024-07-16,85,84.0,Mobile,SD,2025-09-17 01:06:31.876156,85,0.84
S052855,U1185,M082,2024-02-05,74,55.3,Smart Tv,HD,2025-09-17 01:06:31.876156,74,0.5529999999999999
S178568,U4008,S092,2024-08-29,52,90.7,Gaming Console,4K,2025-09-17 01:06:31.876156,52,0.907
S181178,U4074,M064,2024-02-24,113,100.0,Mobile,HD,2025-09-17 01:06:31.876156,113,1.0
S037817,U0842,S048,2024-02-18,28,98.1,Desktop,SD,2025-09-17 01:06:31.876156,28,0.981
S058093,U1306,M072,2024-08-21,116,93.5,Mobile,SD,2025-09-17 01:06:31.876156,116,0.935
S209613,U4698,M033,2024-06-20,85,72.0,Smart Tv,HD,2025-09-17 01:06:31.876156,85,0.72
S147040,U3296,S024,2024-05-01,25,53.3,Smart Tv,4K,2025-09-17 01:06:31.876156,25,0.5329999999999999
S082035,U1831,S030,2024-01-12,53,92.9,Tablet,4K,2025-09-17 01:06:31.876156,53,0.929
S147960,U3316,M063,2024-07-14,104,100.0,Tablet,4K,2025-09-17 01:06:31.876156,104,1.0
S000035,U0002,M025,2024-05-18,162,100.0,Gaming Console,HD,2025-09-17 01:06:31.876156,162,1.0
S206561,U4636,M005,2024-01-28,111,66.1,Gaming Console,HD,2025-09-17 01:06:31.876156,111,0.6609999999999999
S195917,U4403,S015,2024-03-06,23,77.6,Mobile,SD,2025-09-17 01:06:31.876156,23,0.7759999999999999
S013379,U0308,M017,2024-04-20,92,95.6,Smart Tv,4K,2025-09-17 01:06:31.876156,92,0.956
S122266,U2734,S087,2024-03-19,11,21.2,Smart Tv,SD,2025-09-17 01:06:31.876156,11,0.212
S179207,U4024,M096,2024-07-23,16,19.8,Tablet,SD,2025-09-17 01:06:31.876156,16,0.198
S205048,U4603,S073,2024-05-05,50,100.0,Mobile,HD,2025-09-17 01:06:31.876156,50,1.0
S191214,U4301,M174,2024-03-10,24,30.7,Tablet,HD,2025-09-17 01:06:31.876156,24,0.307
S018527,U0420,M105,2024-04-25,25,24.5,Smart Tv,HD,2025-09-17 01:06:31.876156,25,0.245
S026146,U0590,M034,2024-02-08,147,97.4,Smart Tv,HD,2025-09-17 01:06:31.876156,147,0.9740000000000001
S006514,U0151,S078,2024-02-16,24,98.8,Mobile,HD,2025-09-17 01:06:31.876156,24,0.988
S120782,U2701,M053,2024-02-07,141,87.2,Smart Tv,4K,2025-09-17 01:06:31.876156,141,0.872
S093937,U2086,M109,2024-08-06,116,81.2,Smart Tv,4K,2025-09-17 01:06:31.876156,116,0.812
S088771,U1976,M012,2024-03-21,36,34.8,Smart Tv,SD,2025-09-17 01:06:31.876156,36,0.348
S040691,U0906,M120,2024-05-04,104,100.0,Smart Tv,4K,2025-09-17 01:06:31.876156,104,1.0
S013641,U0314,M071,2024-07-24,88,86.7,Smart Tv,HD,2025-09-17 01:06:31.876156,88,0.867
S034259,U0772,S060,2024-05-07,29,71.0,Smart Tv,4K,2025-09-17 01:06:31.876156,29,0.71
S032513,U0732,M027,2024-08-06,91,71.3,Mobile,HD,2025-09-17 01:06:31.876156,91,0.713
S201560,U4531,S078,2024-08-06,18,72.0,Smart Tv,HD,2025-09-17 01:06:31.876156,18,0.72
S159058,U3557,S038,2024-01-29,45,87.9,Tablet,4K,2025-09-17 01:06:31.876156,45,0.879
S060073,U1352,S089,2024-02-02,28,72.3,Smart Tv,HD,2025-09-17 01:06:31.876156,28,0.723
S142490,U3196,M178,2024-01-08,140,83.1,Smart Tv,SD,2025-09-17 01:06:31.876156,140,0.831
S105693,U2362,M070,2024-05-02,69,40.6,Smart Tv,HD,2025-09-17 01:06:31.876156,69,0.406
S021253,U0481,S025,2024-05-23,34,95.6,Smart Tv,HD,2025-09-17 01:06:31.876156,34,0.956
S059379,U1338,S031,2024-01-16,55,93.4,Mobile,HD,2025-09-17 01:06:31.876156,55,0.934
S125905,U2813,M094,2024-03-19,115,66.6,Tablet,4K,2025-09-17 01:06:31.876156,115,0.6659999999999999
S071929,U1600,M043,2024-02-21,124,92.7,Mobile,HD,2025-09-17 01:06:31.876156,124,0.927
S131741,U2946,M055,2024-02-14,84,59.6,Smart Tv,HD,2025-09-17 01:06:31.876156,84,0.596
S117228,U2625,S069,2024-06-29,49,100.0,Desktop,4K,2025-09-17 01:06:31.876156,49,1.0
S018350,U0415,S037,2024-04-25,38,99.1,Tablet,HD,2025-09-17 01:06:31.876156,38,0.991
S110478,U2467,M196,2024-07-16,62,61.5,Mobile,SD,2025-09-17 01:06:31.876156,62,0.615
S173699,U3898,M007,2024-08-15,120,88.7,Desktop,HD,2025-09-17 01:06:31.876156,120,0.887
S112958,U2522,M135,2024-05-18,172,100.0,Desktop,HD,2025-09-17 01:06:31.876156,172,1.0
