user_id,sessions_count,avg_duration,duration_std,avg_completion,completion_std,unique_content,age,subscription_type,country,subscription_numeric,cluster_kmeans
U01015,10,50.0,36.56956840507327,52.666666666666664,35.8138764287806,9,48.0,Basic,Mexico,1,2
U01016,7,61.142857142857146,29.048399677254576,67.46031746031746,31.685921928233252,7,68.0,Standard,Peru,2,2
U01017,2,74.5,34.64823227814083,77.77777777777777,31.42696805273545,2,33.0,Premium,Brazil,3,1
U01018,5,52.0,45.249309386995066,53.777777777777786,44.559573107869376,5,69.0,Standard,Chile,2,2
U01019,12,58.416666666666664,30.254851852323792,63.05555555555555,30.72314006702443,12,29.0,Basic,Brazil,1,2
U01020,2,42.0,16.97056274847714,46.666666666666664,18.85618083164127,2,29.0,Standard,Argentina,2,0
U01021,4,65.5,44.82930589097568,69.44444444444444,46.529781604169244,4,74.0,Premium,Colombia,3,2
U01022,4,55.0,26.956755492207638,61.111111111111114,29.951950546897383,4,73.0,Standard,Peru,2,2
U01023,4,77.75,25.38208029299411,80.83333333333333,19.696775445817597,4,65.0,Basic,Peru,1,1
U01024,2,34.5,34.64823227814083,38.333333333333336,38.49803586460092,2,76.0,Basic,Chile,1,0
U01025,3,37.333333333333336,34.210134950527944,41.48148148148148,38.01126105614216,3,30.0,Standard,Peru,2,0
U01026,7,56.142857142857146,39.03173312160492,60.317460317460316,40.96427373353721,7,36.0,Standard,Colombia,2,2
U01027,8,64.875,30.60082865357921,71.52777777777777,33.428106012829055,8,37.0,Basic,Mexico,1,2
U01028,6,33.0,27.22498852157701,36.666666666666664,30.249987246196685,5,27.0,Premium,Mexico,3,0
U01029,8,51.875,41.714805525136995,52.77777777777778,39.1397802572915,7,46.0,Premium,Mexico,3,2
U01030,4,83.25,23.96351393264352,84.72222222222223,12.251648079276361,4,75.0,Basic,Peru,1,1
U01031,5,52.8,16.17714437099453,58.666666666666664,17.974604856660584,4,22.0,Basic,Chile,1,0
U01032,5,32.8,34.51376536977674,36.44444444444444,38.348628188640824,5,66.0,Basic,Brazil,1,2
U01033,4,85.0,26.84523545560118,85.27777777777777,20.43508239749947,4,51.0,Standard,Mexico,2,1
U01034,4,57.5,48.28733443323069,58.888888888888886,47.22766853124468,4,41.0,Standard,Peru,2,2
U01035,3,41.333333333333336,19.731531449264992,45.925925925925924,21.923923832516657,3,60.0,Standard,Brazil,2,0
U01036,3,86.33333333333333,18.175074506954115,91.1111111111111,15.396007178390024,3,64.0,Premium,Brazil,3,1
U01037,6,73.16666666666667,29.761832380864366,75.74074074074075,24.74977657129894,6,71.0,Standard,Brazil,2,2
U01038,6,73.16666666666667,35.661837679327,76.66666666666667,34.38345855527367,6,52.0,Standard,Peru,2,2
U01039,1,62.0,0.0,68.88888888888889,0.0,1,51.0,Standard,Peru,2,1
U01040,6,67.0,30.32490725459849,69.62962962962963,25.40211585108481,6,44.0,Standard,Argentina,2,2
U01041,6,71.5,23.67910471280534,75.37037037037037,20.17719855588942,6,23.0,Basic,Chile,1,1
U01042,5,55.4,40.89376480589675,56.0,36.043526498792204,5,77.0,Basic,Chile,1,2
U01043,7,60.0,43.104524124504614,60.0,39.18406495633215,6,36.0,Basic,Mexico,1,2
U01044,5,45.8,41.40289844926319,47.77777777777778,40.76430295076476,5,32.0,Basic,Brazil,1,2
U01045,6,45.0,36.01110939696249,50.0,40.012343774402765,6,38.0,Basic,Peru,1,2
U01046,2,78.0,38.18376618407357,78.33333333333333,30.641293851417064,2,47.0,Standard,Chile,2,1
U01047,8,55.25,31.963148423502606,60.83333333333333,34.77186926836441,8,21.0,Premium,Argentina,3,2
U01048,5,75.2,42.67551991481768,72.0,34.48384842892591,5,36.0,Premium,Chile,3,2
U01049,4,61.75,36.72760088362248,61.66666666666667,27.61433396497583,4,62.0,Standard,Peru,2,2
U01050,3,63.0,49.48737212663449,63.333333333333336,46.441254542236365,3,55.0,Basic,Mexico,1,2
U01051,4,52.25,28.37105332317901,58.05555555555556,31.523392581310006,4,71.0,Basic,Chile,1,2
U01052,4,74.0,51.04246598013593,69.44444444444444,44.01178293408525,4,42.0,Standard,Chile,2,2
U01053,3,95.33333333333333,18.823743871327334,95.92592592592594,3.9020939825380374,3,76.0,Standard,Mexico,2,1
U01054,8,61.875,31.70595933169121,65.55555555555556,31.09409965748647,8,45.0,Standard,Argentina,2,2
U01055,5,32.2,25.606639763936226,35.77777777777778,28.451821959929145,5,59.0,Standard,Colombia,2,0
U01056,5,63.4,14.604793733565703,70.44444444444444,16.22754859285079,5,56.0,Basic,Chile,1,1
U01057,2,70.0,5.656854249492381,77.77777777777777,6.285393610547087,2,50.0,Basic,Colombia,1,1
U01058,2,4.5,2.1213203435596424,5.0,2.357022603955159,2,65.0,Premium,Brazil,3,0
U01059,2,47.5,20.506096654409877,52.77777777777777,22.7845518382332,2,67.0,Standard,Mexico,2,0
U01060,6,41.5,28.79409661718874,46.11111111111111,31.99344068576526,6,28.0,Standard,Peru,2,2
U01061,4,34.75,34.23813663153998,38.61111111111112,38.04237403504443,4,72.0,Premium,Peru,3,2
U01062,7,52.857142857142854,40.399787835369345,55.23809523809524,39.55885486507833,7,36.0,Standard,Colombia,2,2
U01063,9,51.0,31.972644557496334,55.18518518518518,33.05905677069298,9,20.0,Standard,Argentina,2,2
U01064,5,52.8,22.342784070030305,58.666666666666664,24.82531563336701,5,63.0,Basic,Peru,1,2
U01065,3,50.333333333333336,34.19551627528576,55.925925925925924,37.99501808365084,2,26.0,Basic,Brazil,1,2
U01066,4,52.25,47.01329599166602,50.55555555555556,38.920621973637765,4,66.0,Premium,Argentina,3,2
U01067,4,67.5,37.5099986670221,72.5,39.28763824052699,4,54.0,Standard,Brazil,2,2
U01068,6,41.0,35.42880184256871,44.81481481481482,38.05562314132955,6,78.0,Premium,Brazil,3,2
U01069,6,48.333333333333336,32.413988749715244,50.18518518518518,28.322801237851593,6,55.0,Standard,Chile,2,2
U01070,4,64.5,59.65735495309862,57.22222222222222,49.60336507899937,4,77.0,Basic,Chile,1,2
U01071,8,57.875,41.138919702463184,57.361111111111114,35.85163184811591,8,51.0,Standard,Brazil,2,2
U01072,6,69.66666666666667,37.98771731318778,72.4074074074074,36.061789679619615,6,74.0,Basic,Peru,1,2
U01073,6,62.833333333333336,42.130353270138464,61.2962962962963,34.83588802729458,6,24.0,Basic,Peru,1,2
U01074,4,64.0,44.11349000022555,67.77777777777777,45.51488699614231,4,21.0,Basic,Argentina,1,2
U01075,4,30.75,24.116038922951947,34.166666666666664,26.79559880327994,4,20.0,Standard,Mexico,2,0
U01076,5,34.4,29.271146202361123,38.222222222222214,32.52349578040125,5,18.0,Premium,Colombia,3,0
U01077,6,57.5,24.615036055224458,63.888888888888886,27.350040061360506,6,66.0,Basic,Colombia,1,2
U01078,7,78.28571428571429,44.20299494270453,75.71428571428571,39.94558320855811,7,24.0,Standard,Chile,2,2
U01079,8,65.75,41.43756060111923,66.38888888888889,38.42007668874386,8,52.0,Premium,Argentina,3,2
U01080,3,65.33333333333333,37.22006627255429,68.8888888888889,36.37934565276644,3,29.0,Basic,Mexico,1,2
U01081,9,59.22222222222222,40.6071969537968,61.60493827160494,39.95024340193436,8,42.0,Basic,Mexico,1,2
U01082,3,36.333333333333336,36.555893277737496,40.370370370370374,40.617659197486105,3,41.0,Standard,Peru,2,0
U01083,4,71.0,32.72104317815474,72.77777777777777,26.996417991321362,4,72.0,Premium,Chile,3,1
U01084,4,47.5,44.82930589097568,51.11111111111111,47.462352418725956,4,59.0,Basic,Mexico,1,2
U01085,5,58.0,40.90843433816552,59.777777777777786,38.57332283545068,5,33.0,Premium,Colombia,3,2
U01086,6,66.83333333333333,17.61154924095739,74.25925925925925,19.568388045508204,6,26.0,Basic,Colombia,1,1
U01087,6,36.666666666666664,20.156057815621256,40.74074074074074,22.395619795134724,6,56.0,Basic,Peru,1,0
U01088,4,53.75,43.63771304731722,56.388888888888886,43.80441941738102,4,59.0,Premium,Chile,3,2
U01089,5,69.8,37.652357163927995,71.77777777777779,34.28817598452386,5,39.0,Basic,Colombia,1,2
U01090,4,48.0,34.93804039534368,52.22222222222222,36.884872605995184,4,30.0,Standard,Chile,2,2
U01091,7,32.57142857142857,20.565806109957883,36.19047619047619,22.850895677730982,7,40.0,Standard,Colombia,2,0
U01092,9,60.22222222222222,31.180032784531264,64.44444444444444,30.787002227772028,9,61.0,Standard,Peru,2,2
U01093,9,60.44444444444444,44.601320359130376,60.74074074074075,42.06476488041321,8,50.0,Basic,Peru,1,2
U01094,4,59.5,37.03601850451351,66.11111111111111,41.15113167168167,4,49.0,Premium,Peru,3,2
U01095,6,67.16666666666667,41.580844948926504,69.62962962962963,41.232054333088335,5,27.0,Standard,Brazil,2,2
U01096,1,84.0,0.0,93.33333333333331,0.0,1,26.0,Basic,Brazil,1,1
U01097,3,45.333333333333336,9.237604307034013,50.370370370370374,10.264004785593345,3,56.0,Basic,Peru,1,0
U01098,7,71.85714285714286,28.15687347362139,75.87301587301587,25.399801412935858,7,36.0,Basic,Peru,1,2
U01099,5,54.2,36.12755181298617,56.666666666666664,34.10224278493957,5,25.0,Premium,Argentina,3,2
U01100,4,29.25,22.76510487566442,32.5,25.29456097296047,4,50.0,Standard,Brazil,2,0
U01101,10,47.5,26.95778592952734,51.55555555555556,27.398396917248945,9,27.0,Standard,Mexico,2,2
U01102,4,64.0,39.84135205202421,67.77777777777777,40.632853783414745,4,71.0,Standard,Colombia,2,2
U01103,4,49.75,25.539185578244272,55.27777777777777,28.376872864715853,4,30.0,Standard,Colombia,2,2
U01104,6,42.5,38.61476401585279,42.59259259259259,32.77809164947023,6,78.0,Basic,Mexico,1,2
U01105,2,91.5,30.405591591021544,88.88888888888889,15.713484026367722,2,24.0,Basic,Mexico,1,1
U01106,7,64.0,28.7691964897643,69.36507936507937,29.591576092891295,7,20.0,Basic,Argentina,1,2
U01107,4,49.0,30.077677215281547,54.44444444444446,33.41964135031284,4,70.0,Standard,Peru,2,2
U01108,5,57.8,33.81863391682165,62.88888888888889,35.76845979420113,5,60.0,Basic,Colombia,1,2
U01109,4,68.75,38.664152217094674,68.88888888888889,31.596738905542463,4,46.0,Standard,Mexico,2,2
U01110,5,44.6,25.451915448547286,49.55555555555556,28.279906053941428,5,42.0,Standard,Argentina,2,2
U01111,6,57.0,26.030751045638315,61.2962962962963,24.948506639458298,6,73.0,Premium,Argentina,3,2
U01112,5,72.2,32.60674776790841,73.11111111111111,26.038907261212497,5,33.0,Basic,Chile,1,2
U01113,9,55.666666666666664,38.37642505497353,57.03703703703704,36.025539637496614,8,58.0,Standard,Colombia,2,2
U01114,8,77.375,36.03148424840222,78.05555555555556,32.77172394996268,8,19.0,Standard,Brazil,2,2
U01115,4,40.0,37.013511046643494,44.44444444444444,41.12612338515944,4,70.0,Standard,Argentina,2,2
U01116,7,51.0,28.965496715920477,56.666666666666664,32.183885239911646,7,35.0,Premium,Mexico,3,2
U01117,7,35.0,35.749125863438955,36.82539682539682,35.267517151338964,7,25.0,Premium,Chile,3,2
U01118,5,75.4,38.122172026263144,72.0,26.636557075558887,5,74.0,Standard,Chile,2,2
U01119,5,60.8,34.78074179772479,66.44444444444444,37.337301376426154,5,74.0,Premium,Mexico,3,2
U01120,3,93.0,22.64950330581225,93.33333333333333,11.547005383792513,3,30.0,Premium,Chile,3,1
U01121,5,52.0,40.19950248448356,52.666666666666664,35.491261313591394,5,76.0,Basic,Brazil,1,2
U01122,6,94.16666666666667,25.87212141797937,91.48148148148148,20.866023734819667,6,71.0,Standard,Brazil,2,1
U01123,1,18.0,0.0,20.0,0.0,1,21.0,Standard,Chile,2,0
U01124,2,19.5,6.363961030678928,21.666666666666664,7.071067811865476,2,75.0,Basic,Brazil,1,0
U01125,3,68.0,13.228756555322953,75.55555555555556,14.698618394803278,2,19.0,Standard,Argentina,2,1
U01126,2,66.5,58.68986283848344,63.888888888888886,51.068823085695094,2,77.0,Basic,Argentina,1,2
U01127,2,36.0,43.840620433565945,40.0,48.711800481739935,2,26.0,Standard,Colombia,2,2
U01128,6,49.666666666666664,28.373696739527382,55.18518518518518,31.526329710585976,6,56.0,Standard,Chile,2,2
U01129,9,57.666666666666664,41.743262929483606,58.27160493827161,39.0437832388486,9,52.0,Standard,Chile,2,2
U01130,7,79.14285714285714,41.43842247411039,78.57142857142857,38.64321492791104,7,76.0,Basic,Argentina,1,2
U01131,4,20.25,21.85368008673444,22.5,24.281866763038263,4,23.0,Standard,Argentina,2,0
U01132,6,50.5,40.722229801424184,54.074074074074076,42.40118019942991,6,48.0,Standard,Mexico,2,2
U01133,4,51.75,42.874817783869354,50.55555555555556,34.07206113216867,4,59.0,Standard,Peru,2,2
U01134,6,73.0,31.240998703626616,75.92592592592592,28.44675916507687,6,59.0,Basic,Colombia,1,2
U01135,3,59.666666666666664,26.350205565295564,66.29629629629629,29.278006183661738,3,28.0,Basic,Brazil,1,1
U01136,9,54.77777777777778,34.741105976126384,58.27160493827161,34.84140040873359,8,57.0,Standard,Mexico,2,2
U01137,3,62.0,21.93171219946131,68.88888888888889,24.368569110512563,3,47.0,Premium,Chile,3,1
U01138,5,66.2,35.04568447041661,67.77777777777777,29.73130702279922,5,33.0,Basic,Mexico,1,2
U01139,6,46.333333333333336,42.4813684650891,46.111111111111114,36.88319902571319,6,29.0,Standard,Mexico,2,2
U01140,6,63.166666666666664,18.26928205121008,70.18518518518519,20.299202279122312,6,49.0,Standard,Peru,2,1
U01141,4,76.75,39.67681942898145,77.5,36.65403822934819,4,74.0,Basic,Peru,1,2
U01142,6,75.83333333333333,31.971341333554754,76.85185185185185,27.79480959332548,6,78.0,Basic,Colombia,1,2
U01143,6,68.33333333333333,36.67515053366062,70.18518518518518,34.126971822318446,6,38.0,Standard,Colombia,2,2
U01144,2,5.5,6.363961030678928,6.111111111111111,7.0710678118654755,2,27.0,Standard,Chile,2,0
U01145,4,20.75,27.524231748285608,23.055555555555557,30.582479720317345,4,72.0,Basic,Chile,1,0
U01146,1,90.0,0.0,100.0,0.0,1,50.0,Standard,Argentina,2,1
U01147,4,51.75,41.56420735841517,51.94444444444444,36.01982764449456,4,39.0,Basic,Colombia,1,2
U01148,5,51.0,30.52048492406371,56.666666666666664,33.911649915626334,5,52.0,Premium,Chile,3,2
U01149,3,80.66666666666667,24.785748593361742,84.81481481481482,21.66904070564456,3,63.0,Standard,Peru,2,1
U01150,6,63.0,32.39753077010654,67.77777777777777,33.22946780892221,6,73.0,Basic,Colombia,1,2
U01151,2,8.0,9.899494936611665,8.888888888888888,10.999438818457405,2,30.0,Premium,Mexico,3,0
U01152,5,48.0,35.4471437495322,53.333333333333336,39.38571527725801,5,28.0,Premium,Colombia,3,2
U01153,6,63.333333333333336,31.4621465680056,68.51851851851852,32.58164799405074,6,55.0,Basic,Chile,1,2
U01154,12,55.0,34.717037996821205,58.611111111111114,35.17193619063968,11,60.0,Premium,Brazil,3,2
U01155,6,49.166666666666664,35.59447522673521,52.96296296296296,36.86924956906511,6,27.0,Basic,Brazil,1,2
U01156,2,44.5,44.54772721475249,49.44444444444444,49.49747468305833,2,48.0,Basic,Colombia,1,2
U01157,8,66.75,47.556733036898756,65.0,43.384178554556215,8,66.0,Premium,Brazil,3,2
U01158,5,33.0,28.035691537752374,36.66666666666667,31.150768375280414,5,38.0,Standard,Brazil,2,0
U01159,7,30.857142857142858,20.931862247369608,34.285714285714285,23.257624719299564,7,70.0,Basic,Peru,1,0
U01160,9,46.22222222222222,38.0190010974045,48.148148148148145,36.90160423425692,9,66.0,Standard,Brazil,2,2
U01161,8,77.125,40.08005382089343,75.97222222222223,35.58003869361518,8,33.0,Standard,Colombia,2,2
U01162,3,84.0,42.7551166528639,80.0,34.64101615137755,3,36.0,Standard,Colombia,2,1
U01163,4,62.0,49.27473997901968,62.22222222222222,46.90415759823429,4,36.0,Standard,Mexico,2,2
U01164,1,28.0,0.0,31.11111111111111,0.0,1,60.0,Standard,Brazil,2,0
U01165,4,35.25,18.57193222760267,39.166666666666664,20.635480252891853,4,63.0,Basic,Chile,1,0
U01166,3,61.666666666666664,30.105370506494907,68.51851851851852,33.45041167388323,3,76.0,Standard,Colombia,2,1
U01167,7,46.285714285714285,35.17439544950411,49.20634920634921,35.06439863642714,7,67.0,Standard,Argentina,2,2
U01168,5,67.4,31.659121908227334,73.77777777777777,34.08956974548225,5,37.0,Premium,Peru,3,2
U01169,4,73.75,31.847291878588358,80.0,33.665016461206925,4,49.0,Standard,Mexico,2,1
U01170,4,63.25,47.38055156566528,64.16666666666666,45.14608204794559,4,72.0,Premium,Brazil,3,2
U01171,1,89.0,0.0,98.88888888888889,0.0,1,61.0,Standard,Argentina,2,1
U01172,5,56.8,30.946728421595715,63.11111111111111,34.38525380177301,5,42.0,Standard,Mexico,2,2
U01173,9,37.888888888888886,30.464916069326552,41.851851851851855,33.361099546672065,9,24.0,Standard,Chile,2,2
U01174,2,57.5,17.67766952966369,63.88888888888889,19.64185503295966,2,67.0,Standard,Colombia,2,1
U01175,7,74.71428571428571,31.925508535309117,75.71428571428571,26.179410841885247,7,67.0,Basic,Argentina,1,2
U01176,3,80.0,44.44097208657794,77.77777777777777,38.490017945975055,3,60.0,Standard,Peru,2,1
U01177,9,71.0,33.5670969849941,72.22222222222223,28.251515855758047,9,47.0,Premium,Chile,3,2
U01178,10,66.6,34.40348819523974,68.11111111111111,30.54623875916578,10,43.0,Standard,Colombia,2,2
U01179,6,62.833333333333336,32.957042747592915,65.18518518518519,30.026051788542407,6,54.0,Premium,Mexico,3,2
U01180,5,41.0,22.056745000112777,45.55555555555556,24.507494444569755,4,71.0,Standard,Chile,2,0
U01181,5,66.8,22.521101216414795,71.55555555555556,20.024676135233438,5,39.0,Standard,Colombia,2,1
U01182,2,63.5,37.476659402887016,70.55555555555556,41.64073266987447,2,43.0,Basic,Chile,1,2
U01183,3,66.0,35.0,72.96296296296296,38.495363410613834,3,72.0,Premium,Peru,3,2
U01184,9,53.333333333333336,35.092734290733176,57.03703703703704,35.70714214271425,9,24.0,Standard,Brazil,2,2
U01185,6,52.0,32.83291031876401,57.77777777777778,36.48101146529334,6,73.0,Basic,Colombia,1,2
U01186,2,82.0,31.11269837220809,83.33333333333333,23.570226039551592,2,41.0,Premium,Argentina,3,1
U01187,1,73.0,0.0,81.11111111111111,0.0,1,37.0,Basic,Argentina,1,1
U01188,3,76.66666666666667,47.43767841424508,75.18518518518518,42.98052003967214,3,48.0,Premium,Colombia,3,2
U01189,6,35.333333333333336,19.304576314093676,39.25925925925926,21.449529237881862,6,63.0,Basic,Colombia,1,0
U01190,5,60.4,48.41280822261812,58.88888888888889,43.05465948888347,4,29.0,Premium,Mexico,3,2
U01191,5,40.8,41.49939758598912,40.22222222222222,35.095988304387845,5,51.0,Basic,Chile,1,2
U01192,7,40.714285714285715,34.1502283336158,44.6031746031746,36.809086882604134,7,51.0,Standard,Mexico,2,2
U01193,7,84.42857142857143,22.53779893761547,86.34920634920636,14.652550526084498,7,27.0,Basic,Colombia,1,1
U01194,3,88.33333333333333,30.615900008546756,86.2962962962963,23.735511066684616,3,20.0,Premium,Argentina,3,1
U01195,7,59.714285714285715,27.31125705464254,64.92063492063492,28.100767697853037,7,25.0,Standard,Brazil,2,2
U01196,4,75.25,42.00297608503474,78.61111111111111,42.77777777777778,4,25.0,Basic,Chile,1,2
U01197,5,75.2,27.97677608303001,78.44444444444444,23.669535559031296,5,56.0,Basic,Chile,1,1
U01198,8,79.875,24.867865093041548,82.5,19.596907937362655,8,30.0,Basic,Colombia,1,2
U01199,6,59.166666666666664,37.84926243226764,62.22222222222223,37.08515392950808,6,39.0,Premium,Mexico,3,2
U01200,8,66.875,40.547811284951,70.55555555555556,41.72641219212128,8,41.0,Basic,Peru,1,2
U01201,3,60.0,9.539392014169456,66.66666666666667,10.599324460188283,3,48.0,Basic,Chile,1,1
U01202,6,51.333333333333336,48.66894971813822,48.14814814814815,40.32991516992279,6,49.0,Basic,Peru,1,2
U01203,4,63.75,43.292609068985435,63.05555555555556,36.13389594569055,4,57.0,Basic,Brazil,1,2
U01204,6,53.166666666666664,42.03530262370745,54.62962962962964,39.736270502094655,6,77.0,Standard,Argentina,2,2
U01205,5,58.4,47.31595925266654,59.11111111111111,45.39538237244776,5,72.0,Premium,Mexico,3,2
U01206,6,45.5,25.874698065871222,50.18518518518518,27.95425422396575,6,72.0,Basic,Mexico,1,2
U01207,10,75.3,32.35239987663632,76.44444444444444,27.68032287290779,10,39.0,Standard,Mexico,2,2
U01208,9,65.77777777777777,37.56254044183439,69.38271604938272,37.84761156216096,9,32.0,Basic,Colombia,1,2
U01209,10,75.2,41.74738847454346,72.77777777777779,36.25186244683434,9,26.0,Premium,Mexico,3,2
U01210,4,34.75,40.85237651185873,36.94444444444444,42.05987305985005,4,38.0,Standard,Argentina,2,2
U01211,5,78.2,21.79908254950194,83.55555555555556,19.85129905255759,5,61.0,Standard,Chile,2,1
U01212,4,69.25,48.14820868942063,66.11111111111111,41.43019316090373,4,74.0,Premium,Mexico,3,2
U01213,4,76.0,26.96911814155838,80.27777777777777,24.685261593057824,4,21.0,Standard,Peru,2,1
U01214,4,46.5,39.92075483588288,51.11111111111111,43.51812450570253,4,23.0,Standard,Argentina,2,2
U01215,8,78.875,33.399903763762126,78.33333333333334,27.093150438911078,8,43.0,Premium,Peru,3,2
U01216,5,39.6,34.83245612930561,44.0,38.70272903256179,5,77.0,Standard,Argentina,2,2
U01217,5,86.8,26.166772823563853,87.33333333333334,21.653842358548957,5,49.0,Basic,Peru,1,1
U01218,2,34.0,18.384776310850235,37.77777777777778,20.427529234278047,2,45.0,Basic,Brazil,1,0
U01219,5,60.6,34.88982659744814,67.11111111111111,38.526886555421534,5,62.0,Standard,Peru,2,2
U01220,2,72.0,52.32590180780452,69.44444444444444,43.21208107251124,2,78.0,Standard,Peru,2,2
U01221,4,60.0,35.82364210034113,66.1111111111111,39.1525453923444,4,23.0,Basic,Brazil,1,2
U01222,3,55.666666666666664,52.54839039716948,52.59259259259259,42.836659812225236,3,76.0,Basic,Brazil,1,2
U01223,4,60.25,49.90908400949337,60.27777777777778,46.810844299509505,4,46.0,Standard,Peru,2,2
U01224,6,49.5,30.257230540814536,53.7037037037037,31.243106235500946,6,42.0,Basic,Peru,1,2
U01225,7,81.0,37.23797345005051,80.15873015873015,33.51449886739687,7,75.0,Standard,Peru,2,2
U01226,12,47.0,33.66681668133394,49.81481481481482,32.652416782466155,12,62.0,Premium,Mexico,3,2
U01227,7,75.57142857142857,32.16031272058333,78.09523809523809,29.20563031091318,7,69.0,Standard,Peru,2,2
U01228,5,81.4,24.663738564945906,84.44444444444444,21.530913750084554,5,41.0,Standard,Mexico,2,1
U01229,6,62.666666666666664,40.93246470305284,64.44444444444444,39.51558529848042,5,62.0,Premium,Brazil,3,2
U01230,4,57.25,38.921930407761984,62.5,41.8833870048243,4,76.0,Standard,Colombia,2,2
U01231,7,69.28571428571429,38.08636801496604,71.26984126984128,36.10927956283173,6,42.0,Standard,Mexico,2,2
U01232,4,58.25,46.521500405726385,57.22222222222222,39.89182904670276,4,35.0,Standard,Peru,2,2
U01233,7,62.285714285714285,36.072677960446676,63.492063492063494,31.219576607488648,7,49.0,Basic,Peru,1,2
U01234,5,65.8,27.526351011349107,72.44444444444443,29.78731190653638,5,35.0,Basic,Colombia,1,2
U01235,4,38.5,30.62134331910778,42.777777777777786,34.02371479900865,4,38.0,Basic,Argentina,1,0
U01236,7,45.42857142857143,40.20305603167145,46.82539682539682,38.476269055396735,7,32.0,Premium,Mexico,3,2
U01237,2,95.5,0.7071067811865476,100.0,0.0,2,40.0,Standard,Peru,2,1
U01238,3,24.666666666666668,19.00876990584434,27.40740740740741,21.12085545093815,3,69.0,Premium,Argentina,3,0
U01239,3,10.666666666666666,6.8068592855540455,11.851851851851853,7.5631769839489404,3,52.0,Standard,Argentina,2,0
U01240,5,48.2,35.77988261579403,53.55555555555556,39.75542512866003,5,32.0,Standard,Colombia,2,2
U01241,10,66.6,35.52839240194618,67.44444444444444,30.80559869304219,10,44.0,Basic,Argentina,1,2
U01242,5,53.2,34.36131545793903,57.55555555555556,35.78398841885144,5,57.0,Basic,Brazil,1,2
U01243,6,67.0,25.64371267971937,71.29629629629629,23.14118413764043,6,56.0,Basic,Argentina,1,2
U01244,5,40.4,33.27611756199933,44.888888888888886,36.97346395777703,5,38.0,Standard,Peru,2,2
U01245,4,36.0,39.35310237664455,40.00000000000001,43.72566930738284,4,54.0,Standard,Brazil,2,2
U01246,4,95.75,13.32603967176045,96.66666666666667,6.666666666666661,4,25.0,Standard,Brazil,2,1
U01247,4,58.0,36.751417206233924,59.166666666666664,31.32696284070713,4,41.0,Basic,Brazil,1,2
U01249,5,85.8,21.04043725781382,88.88888888888889,13.31016505634549,5,23.0,Standard,Peru,2,1
U01250,3,29.0,19.0,32.22222222222222,21.111111111111114,3,19.0,Standard,Colombia,2,0
U01251,2,54.0,5.656854249492381,60.0,6.285393610547087,2,21.0,Basic,Argentina,1,0
U01252,6,40.166666666666664,23.27588165175847,44.629629629629626,25.86209072417608,6,53.0,Premium,Chile,3,2
U01253,2,76.5,37.476659402887016,77.77777777777777,31.42696805273544,2,49.0,Standard,Chile,2,1
U01254,3,60.0,47.44470465710583,57.77777777777778,37.63043160416911,3,77.0,Premium,Mexico,3,2
U01255,6,49.166666666666664,37.04276807511375,50.74074074074074,33.81625488800033,6,52.0,Basic,Brazil,1,2
U01256,6,38.0,30.750609750052114,42.22222222222222,34.16734416672457,6,18.0,Basic,Argentina,1,2
U01257,3,86.0,38.97435053981015,81.85185185185185,31.433514655879623,3,67.0,Premium,Chile,3,1
U01258,5,58.4,22.097511172075468,63.777777777777786,22.272166098429885,5,64.0,Basic,Chile,1,2
U01259,4,72.5,26.739483914241877,76.11111111111111,22.816137527794723,4,41.0,Basic,Colombia,1,1
U01260,6,47.5,28.801041647829337,52.77777777777778,32.00115738647704,6,51.0,Basic,Peru,1,2
U01261,4,45.5,47.40253157796533,46.388888888888886,45.923312350961254,4,59.0,Premium,Chile,3,2
U01262,1,51.0,0.0,56.666666666666664,0.0,1,36.0,Premium,Colombia,3,0
U01263,1,45.0,0.0,50.0,0.0,1,75.0,Premium,Argentina,3,0
U01264,10,58.7,27.305066684896904,65.0,30.044548542445128,10,52.0,Basic,Colombia,1,2
U01265,2,38.5,14.849242404917497,42.77777777777778,16.499158227686106,2,43.0,Standard,Mexico,2,0
U01267,5,54.2,42.174636927897794,53.777777777777786,35.26443317159061,5,42.0,Standard,Brazil,2,2
U01268,5,53.6,30.558141304732523,58.88888888888889,32.89526965130547,5,42.0,Premium,Chile,3,2
U01269,2,74.0,25.45584412271571,81.11111111111111,26.71292284482513,2,38.0,Standard,Argentina,2,1
U01270,5,38.4,34.28264867246987,42.66666666666667,38.091831858299855,5,78.0,Standard,Mexico,2,2
U01271,1,43.0,0.0,47.77777777777778,0.0,1,42.0,Basic,Argentina,1,0
U01272,4,47.5,34.645827069552446,52.77777777777778,38.495363410613834,4,66.0,Basic,Chile,1,2
U01273,5,86.2,21.77613372479146,90.0,19.309052441091964,5,40.0,Standard,Mexico,2,1
U01274,6,87.66666666666667,24.67927605637302,88.51851851851852,21.042774387173022,6,45.0,Premium,Brazil,3,1
U01275,8,66.625,30.142222403608056,72.5,31.732735310713817,7,67.0,Standard,Chile,2,2
U01276,6,52.666666666666664,34.05681527487071,55.74074074074074,33.02387214860248,6,72.0,Basic,Colombia,1,2
U01277,6,38.666666666666664,38.75392453244789,39.81481481481482,36.605448334047566,5,70.0,Standard,Brazil,2,2
U01278,6,48.166666666666664,36.91837844037393,52.03703703703704,38.71654934799379,5,55.0,Basic,Argentina,1,2
